type,sourceName,sourceVersion,productType,device,startDate,endDate,unit,value
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 19:07:58 +0000,2023-09-24 19:16:42 +0000,mi,0.08438872612276513
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 19:33:31 +0000,2023-09-24 19:35:56 +0000,mi,0.005604768153980741
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 19:56:42 +0000,2023-09-24 20:04:22 +0000,mi,0.10274827990759301
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 20:06:45 +0000,2023-09-24 20:15:16 +0000,mi,0.10717410323709481
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 20:17:44 +0000,2023-09-24 20:24:02 +0000,mi,0.10033280641056162
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 20:30:02 +0000,2023-09-24 20:35:49 +0000,mi,0.10830568902849345
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 20:42:48 +0000,2023-09-24 20:51:44 +0000,mi,0.07085213386808713
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 20:57:09 +0000,2023-09-24 20:57:16 +0000,mi,0.005318937405551262
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 21:23:06 +0000,2023-09-24 21:27:27 +0000,mi,0.11477846804976168
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 21:38:54 +0000,2023-09-24 21:44:28 +0000,mi,0.10102728434843371
